,id,linenum,match_id,orig_id,value,var
407,,,233011.0,233006.0,4,
408,,,234020.0,233007.0,2,
409,,,231002.0,233008.0,5,
410,,,234024.0,233009.0,3,
411,,,231018.0,233010.0,1,
412,,,233013.0,233011.0,4,
413,,,234008.0,233013.0,4,
414,,,234006.0,234001.0,4,
415,,,233002.0,234002.0,4,
416,,,231012.0,234005.0,1,
417,,,234015.0,234006.0,5,
418,,,233010.0,234007.0,3,
419,,,234004.0,234008.0,2,
420,,,234022.0,234009.0,2,
421,,,237004.0,234010.0,3,
422,,,231016.0,234011.0,3,
423,,,231014.0,234012.0,3,
424,,,235003.0,234013.0,5,
425,,,231019.0,234014.0,5,
426,,,231008.0,234015.0,4,
427,,,234024.0,234016.0,5,
428,,,234009.0,234017.0,1,
429,,,235003.0,234018.0,4,
430,,,231024.0,234020.0,5,
431,,,231034.0,234022.0,4,
432,,,231006.0,234023.0,4,
433,,,231005.0,234024.0,4,
434,,,234017.0,235001.0,5,
435,,,234011.0,235002.0,2,
436,,,233009.0,235003.0,4,
437,,,236004.0,236001.0,4,
438,,,234014.0,236003.0,4,
439,,,234009.0,236004.0,1,
440,,,231008.0,237005.0,2,
441,,,235001.0,237006.0,1,
442,,,237005.0,231001.0,3,
443,,,231029.0,231002.0,3,
444,,,233010.0,231006.0,3,
445,,,234015.0,231008.0,5,
446,,,234020.0,231011.0,1,
447,,,231014.0,231021.0,4,
448,,,231036.0,234002.0,3,
449,,,231028.0,234005.0,4,
450,,,231028.0,236001.0,2,
451,,,234023.0,236004.0,5,
452,,,231036.0,231001.0,4,
453,,,232007.0,231002.0,2,
454,,,233003.0,231006.0,3,
455,,,234023.0,231008.0,2,
456,,,234011.0,231011.0,3,
457,,,234013.0,231018.0,3,
458,,,234013.0,231021.0,3,
459,,,234001.0,233002.0,3,
460,,,233011.0,234001.0,5,
461,,,235002.0,234005.0,4,
462,,,231014.0,236003.0,4,
463,,,237004.0,231001.0,4,
464,,,231020.0,231002.0,1,
465,,,231014.0,231003.0,2,
466,,,233008.0,231006.0,4,
467,,,231010.0,231007.0,2,
468,,,234015.0,231008.0,2,
469,,,234024.0,231011.0,4,
470,,,234014.0,231012.0,3,
471,,,232004.0,231014.0,3,
472,,,232006.0,231015.0,5,
473,,,231008.0,231018.0,1,
474,,,231043.0,231019.0,1,
475,,,231032.0,231021.0,5,
476,,,231026.0,231024.0,5,
477,,,237005.0,231028.0,4,
478,,,231028.0,231029.0,3,
479,,,231002.0,231032.0,3,
480,,,234015.0,231034.0,2,
481,,,231029.0,231043.0,4,
482,,,231024.0,232003.0,5,
483,,,234002.0,232004.0,5,
484,,,233008.0,232005.0,5,
485,,,231029.0,232006.0,1,
486,,,231003.0,233004.0,4,
487,,,236001.0,233008.0,2,
488,,,231014.0,233009.0,3,
489,,,231012.0,234001.0,5,
490,,,231039.0,234002.0,4,
491,,,234022.0,234004.0,4,
492,,,235001.0,234006.0,5,
493,,,237005.0,234008.0,1,
494,,,231015.0,234009.0,4,
495,,,234009.0,234010.0,4,
496,,,231039.0,234011.0,2,
497,,,231029.0,234013.0,5,
498,,,231024.0,234016.0,1,
499,,,232002.0,235002.0,4,
500,,,231023.0,236001.0,5,
501,,,234006.0,236003.0,5,
502,,,233004.0,236004.0,2,
503,,,233007.0,237004.0,5,
504,,,234001.0,237005.0,5,
505,,,231001.0,237006.0,4,
506,,,231010.0,231001.0,1,
507,,,234023.0,231006.0,5,
508,,,234023.0,231008.0,3,
509,,,231034.0,231011.0,5,
510,,,231024.0,231014.0,4,
511,,,236003.0,231017.0,5,
512,,,232003.0,231021.0,5,
513,,,233011.0,231032.0,5,
514,,,233006.0,234001.0,5,
515,,,235003.0,234006.0,4,
516,,,234020.0,234009.0,2,
517,,,233010.0,234013.0,3,
518,,,231015.0,236001.0,1,
519,,,234007.0,236003.0,3,
520,,,231009.0,236004.0,2,
521,,,232006.0,231001.0,5,
522,,,231041.0,231002.0,2,
523,,,231011.0,231005.0,1,
524,,,231016.0,231006.0,2,
525,,,237004.0,231007.0,1,
526,,,233003.0,231011.0,1,
527,,,231041.0,231012.0,4,
528,,,236001.0,231014.0,4,
529,,,234020.0,231015.0,5,
530,,,234011.0,231017.0,3,
531,,,232002.0,231018.0,4,
532,,,231006.0,231019.0,5,
533,,,233007.0,231021.0,5,
534,,,231011.0,231023.0,5,
535,,,236001.0,231024.0,1,
536,,,234017.0,231026.0,2,
537,,,235003.0,231028.0,5,
538,,,231021.0,231032.0,5,
539,,,234018.0,231034.0,3,
540,,,231001.0,231035.0,1,
541,,,231032.0,231036.0,5,
542,,,234009.0,231039.0,1,
543,,,232006.0,231041.0,4,
544,,,231026.0,231043.0,5,
545,,,234013.0,232002.0,5,
546,,,234005.0,232003.0,3,
547,,,233010.0,232004.0,4,
548,,,231003.0,232005.0,5,
549,,,231041.0,232006.0,2,
550,,,231034.0,232007.0,4,
551,,,231005.0,233002.0,2,
552,,,231008.0,233003.0,2,
553,,,231032.0,233004.0,2,
554,,,232005.0,233006.0,5,
555,,,237005.0,233007.0,2,
556,,,237004.0,233008.0,3,
557,,,233013.0,233009.0,3,
558,,,233013.0,233011.0,3,
559,,,232002.0,233013.0,3,
560,,,236001.0,234001.0,3,
561,,,231014.0,234002.0,4,
562,,,231003.0,234004.0,5,
563,,,234018.0,234005.0,5,
564,,,233009.0,234006.0,3,
565,,,231035.0,234008.0,4,
566,,,231039.0,234009.0,3,
567,,,236003.0,234010.0,5,
568,,,234020.0,234011.0,1,
569,,,231028.0,234012.0,3,
570,,,231007.0,234013.0,1,
571,,,235001.0,234014.0,4,
572,,,231026.0,234015.0,3,
573,,,234009.0,234017.0,3,
574,,,231023.0,234018.0,4,
575,,,231003.0,234020.0,1,
576,,,232005.0,234022.0,3,
577,,,234007.0,234023.0,3,
578,,,236002.0,234024.0,4,
579,,,233004.0,235001.0,2,
580,,,233007.0,235002.0,4,
581,,,231021.0,235003.0,5,
582,,,231029.0,236001.0,3,
583,,,234022.0,236002.0,2,
584,,,234009.0,236003.0,3,
585,,,231016.0,236004.0,2,
586,,,234002.0,237003.0,1,
587,,,231002.0,237004.0,4,
588,,,234018.0,237005.0,5,
589,,,231002.0,237006.0,5,
590,,,231011.0,231001.0,5,
591,,,231017.0,231002.0,2,
592,,,234012.0,231005.0,1,
593,,,233007.0,231006.0,2,
594,,,234022.0,231007.0,1,
595,,,231010.0,231008.0,5,
596,,,231010.0,231011.0,4,
597,,,231006.0,231014.0,1,
598,,,234014.0,231020.0,4,
599,,,231029.0,231022.0,4,
600,,,234023.0,231026.0,3,
601,,,233011.0,231028.0,3,
602,,,234010.0,231032.0,4,
603,,,233003.0,231034.0,4,
604,,,231024.0,231035.0,1,
605,,,231029.0,231036.0,1,
606,,,234005.0,231039.0,2,
607,,,233010.0,231041.0,4,
608,,,234024.0,231043.0,2,
609,,,233008.0,232002.0,2,
610,,,233013.0,232003.0,2,
611,,,231019.0,232004.0,2,
612,,,231022.0,232005.0,4,
613,,,236002.0,232006.0,4,
614,,,234017.0,232007.0,5,
615,,,231026.0,233003.0,1,
616,,,231018.0,233004.0,4,
617,,,235001.0,233006.0,3,
618,,,234007.0,233007.0,4,
619,,,233009.0,233008.0,4,
620,,,235003.0,233009.0,2,
621,,,231019.0,233011.0,4,
622,,,231018.0,233013.0,1,
623,,,234011.0,234001.0,3,
624,,,234024.0,234002.0,3,
625,,,231029.0,234006.0,5,
626,,,232004.0,234008.0,5,
627,,,231017.0,234009.0,1,
628,,,234002.0,234011.0,2,
629,,,232004.0,234012.0,4,
630,,,234001.0,234013.0,2,
631,,,232007.0,234014.0,2,
632,,,234024.0,234015.0,4,
633,,,231012.0,234016.0,1,
634,,,231015.0,234017.0,4,
635,,,231019.0,234018.0,5,
636,,,231010.0,234020.0,5,
637,,,233010.0,234022.0,4,
638,,,234010.0,234023.0,3,
639,,,231028.0,234024.0,4,
640,,,231036.0,235001.0,5,
641,,,231039.0,235002.0,5,
642,,,231039.0,235003.0,3,
643,,,231028.0,236001.0,1,
644,,,231035.0,236003.0,2,
645,,,234014.0,236004.0,4,
646,,,231010.0,237003.0,3,
647,,,231043.0,237004.0,3,
648,,,235001.0,237005.0,5,
649,,,231011.0,237006.0,1,
650,,,233008.0,231001.0,3,
651,,,237005.0,231002.0,2,
652,,,236003.0,231006.0,1,
653,,,231039.0,231008.0,5,
654,,,231006.0,231010.0,4,
655,,,231006.0,231014.0,1,
656,,,231029.0,231018.0,1,
657,,,231018.0,231022.0,5,
658,,,231021.0,231024.0,3,
659,,,231003.0,231026.0,3,
660,,,231008.0,231028.0,1,
661,,,234004.0,232002.0,5,
662,,,231018.0,232004.0,2,
663,,,234008.0,233004.0,2,
664,,,234007.0,233008.0,5,
665,,,231015.0,233009.0,1,
666,,,231035.0,234001.0,2,
667,,,232007.0,234002.0,1,
668,,,234020.0,234004.0,1,
669,,,231001.0,234005.0,4,
670,,,236002.0,234006.0,5,
671,,,234017.0,234007.0,5,
672,,,236003.0,234008.0,5,
673,,,231007.0,234009.0,3,
674,,,234013.0,234010.0,3,
675,,,237004.0,234011.0,3,
676,,,234015.0,234012.0,4,
677,,,231020.0,234013.0,1,
678,,,233006.0,234020.0,1,
679,,,232007.0,235002.0,1,
680,,,234010.0,236001.0,5,
681,,,237004.0,236003.0,3,
682,,,236001.0,236004.0,5,
683,,,231012.0,231001.0,4,
684,,,234012.0,231002.0,3,
685,,,234015.0,231006.0,5,
686,,,234018.0,231008.0,4,
687,,,234023.0,231014.0,5,
688,,,233013.0,231016.0,4,
689,,,234006.0,231018.0,1,
690,,,231011.0,231029.0,1,
691,,,231005.0,233003.0,5,
692,,,231005.0,233009.0,3,
693,,,231023.0,234001.0,5,
694,,,233011.0,234002.0,2,
695,,,234014.0,234005.0,2,
696,,,233006.0,234006.0,3,
697,,,231017.0,234007.0,5,
698,,,231023.0,234008.0,3,
699,,,231032.0,234009.0,2,
700,,,236001.0,234010.0,1,
701,,,234009.0,234012.0,4,
702,,,231021.0,234013.0,3,
703,,,231022.0,234016.0,4,
704,,,231023.0,235002.0,2,
705,,,234023.0,236001.0,2,
706,,,234001.0,236003.0,2,
707,,,231022.0,237005.0,1,
708,,,234006.0,231001.0,1,
709,,,234006.0,231002.0,2,
710,,,235001.0,231006.0,3,
711,,,233011.0,231008.0,3,
712,,,233013.0,231014.0,4,
713,,,234014.0,231018.0,4,
714,,,231015.0,231026.0,1,
715,,,233002.0,231028.0,5,
716,,,234016.0,231029.0,3,
717,,,236004.0,231032.0,1,
718,,,233009.0,231034.0,4,
719,,,234013.0,231035.0,4,
720,,,234004.0,231036.0,1,
721,,,231007.0,231041.0,5,
722,,,231028.0,231043.0,1,
723,,,234011.0,232002.0,1,
724,,,232003.0,232004.0,1,
725,,,231002.0,232005.0,3,
726,,,234024.0,232006.0,1,
727,,,231002.0,233003.0,1,
728,,,234002.0,233004.0,4,
729,,,231011.0,233006.0,2,
730,,,231041.0,233007.0,1,
731,,,234020.0,233008.0,4,
732,,,234017.0,233010.0,5,
733,,,234012.0,233011.0,3,
734,,,234024.0,233013.0,1,
735,,,231026.0,234001.0,3,
736,,,231002.0,234002.0,1,
737,,,231022.0,234005.0,5,
738,,,234020.0,234006.0,2,
739,,,231003.0,234007.0,2,
740,,,231029.0,234008.0,5,
741,,,231007.0,234009.0,1,
742,,,233010.0,234010.0,3,
743,,,231012.0,234011.0,1,
744,,,232005.0,234012.0,4,
745,,,233009.0,234013.0,5,
746,,,231018.0,234014.0,1,
747,,,232006.0,234015.0,2,
748,,,236001.0,234016.0,3,
749,,,231009.0,234017.0,5,
750,,,231021.0,234018.0,4,
751,,,231001.0,234020.0,2,
752,,,231041.0,234022.0,5,
753,,,231003.0,234023.0,3,
754,,,234020.0,234024.0,1,
755,,,237004.0,235001.0,5,
756,,,231023.0,235002.0,1,
757,,,231023.0,235003.0,3,
758,,,231008.0,236001.0,3,
759,,,231036.0,236003.0,5,
760,,,231010.0,237003.0,3,
761,,,231020.0,237004.0,5,
762,,,236001.0,237005.0,3,
763,,,231029.0,237006.0,3,
764,,,231007.0,231001.0,1,
765,,,231012.0,231002.0,1,
766,,,232005.0,231006.0,1,
767,,,234017.0,231008.0,3,
768,,,234016.0,231014.0,2,
769,,,231024.0,231018.0,1,
770,,,231022.0,231028.0,4,
771,,,233008.0,232005.0,3,
772,,,233006.0,232006.0,4,
773,,,234022.0,234001.0,3,
774,,,231022.0,234002.0,1,
775,,,234024.0,234005.0,2,
776,,,233003.0,234006.0,1,
777,,,237004.0,234007.0,3,
778,,,234015.0,234008.0,5,
779,,,233006.0,234009.0,1,
780,,,231012.0,234010.0,1,
781,,,231022.0,234012.0,3,
782,,,231023.0,234013.0,1,
783,,,231011.0,235002.0,1,
784,,,233007.0,236001.0,3,
785,,,231019.0,231001.0,1,
786,,,232006.0,231002.0,2,
787,,,234009.0,231006.0,5,
788,,,234006.0,231008.0,1,
789,,,231007.0,231014.0,4,
790,,,231017.0,231018.0,1,
791,,,233010.0,231032.0,1,
792,,,235002.0,231034.0,5,
793,,,231008.0,231039.0,4,
794,,,231007.0,232005.0,1,
795,,,231035.0,232006.0,3,
796,,,237004.0,234001.0,5,
797,,,236002.0,234002.0,4,
798,,,233013.0,234005.0,3,
799,,,231023.0,234006.0,2,
800,,,232006.0,234008.0,2,
801,,,234017.0,234009.0,5,
802,,,231036.0,234012.0,4,
803,,,231010.0,234013.0,4,
804,,,231005.0,231001.0,4,
805,,,234015.0,231002.0,2,
806,,,233008.0,231006.0,2,
807,,,236002.0,231008.0,2,
808,,,234012.0,231014.0,4,
809,,,231022.0,231018.0,3,
810,,,232003.0,232006.0,2,
811,,,231017.0,232007.0,3,
812,,,231036.0,234001.0,2,
813,,,231029.0,234006.0,1,
814,,,233008.0,234007.0,3,
815,,,233004.0,234008.0,4,
816,,,233010.0,234009.0,5,
817,,,234024.0,234010.0,5,
818,,,232005.0,234012.0,4,
