,id,linenum,value,var
962,211151.0,185.0,2,Vendor in agro-vet shop
963,211152.0,186.0,2,Vendor in agro-vet shop
964,211153.0,187.0,2,Vendor in agro-vet shop
965,211154.0,188.0,2,Vendor in agro-vet shop
966,211155.0,189.0,5,Vendor in agro-vet shop
967,211156.0,190.0,2,Vendor in agro-vet shop
968,211157.0,191.0,5,Vendor in agro-vet shop
969,211159.0,192.0,2,Vendor in agro-vet shop
970,211160.0,193.0,2,Vendor in agro-vet shop
971,211166.0,194.0,5,Vendor in agro-vet shop
972,211168.0,195.0,3,Vendor in agro-vet shop
973,211169.0,196.0,1,Vendor in agro-vet shop
974,211170.0,197.0,5,Vendor in agro-vet shop
975,211172.0,198.0,3,Vendor in agro-vet shop
976,211173.0,199.0,2,Vendor in agro-vet shop
977,211174.0,200.0,3,Vendor in agro-vet shop
978,211175.0,201.0,3,Vendor in agro-vet shop
979,211176.0,202.0,2,Vendor in agro-vet shop
980,211177.0,203.0,2,Vendor in agro-vet shop
981,211178.0,204.0,2,Vendor in agro-vet shop
982,211179.0,205.0,2,Vendor in agro-vet shop
983,211180.0,206.0,2,Vendor in agro-vet shop
984,211181.0,207.0,2,Vendor in agro-vet shop
985,211182.0,208.0,2,Vendor in agro-vet shop
986,211183.0,209.0,2,Vendor in agro-vet shop
987,211184.0,210.0,2,Vendor in agro-vet shop
988,211186.0,211.0,3,Vendor in agro-vet shop
989,211187.0,212.0,2,Vendor in agro-vet shop
990,211188.0,213.0,3,Vendor in agro-vet shop
991,211189.0,214.0,3,Vendor in agro-vet shop
992,211190.0,215.0,3,Vendor in agro-vet shop
993,211192.0,216.0,3,Vendor in agro-vet shop
994,211195.0,217.0,2,Vendor in agro-vet shop
995,211196.0,218.0,2,Vendor in agro-vet shop
996,211198.0,219.0,2,Vendor in agro-vet shop
997,211199.0,220.0,2,Vendor in agro-vet shop
998,211024.0,221.0,1,Teacher
999,211025.0,222.0,3,Teacher
1000,211045.0,223.0,2,Teacher
1001,211051.0,224.0,2,Teacher
1002,211151.0,225.0,2,Teacher
1003,211152.0,226.0,2,Teacher
1004,211153.0,227.0,2,Teacher
1005,211156.0,228.0,2,Teacher
1006,211157.0,229.0,2,Teacher
1007,211159.0,230.0,2,Teacher
1008,211020.0,231.0,2,Religious leader
1009,211025.0,232.0,3,Religious leader
1010,211027.0,233.0,5,Religious leader
1011,211151.0,234.0,5,Religious leader
1012,211152.0,235.0,5,Religious leader
1013,211153.0,236.0,5,Religious leader
1014,211154.0,237.0,5,Religious leader
1015,211155.0,238.0,5,Religious leader
1016,211156.0,239.0,5,Religious leader
1017,211157.0,240.0,5,Religious leader
1018,211159.0,241.0,5,Religious leader
1019,211176.0,242.0,1,Religious leader
1020,211010.0,243.0,2,Extension agent
1021,211012.0,244.0,2,Extension agent
1022,211013.0,245.0,5,Extension agent
1023,211015.0,246.0,2,Extension agent
1024,211022.0,247.0,2,Extension agent
1025,211024.0,248.0,2,Extension agent
1026,211032.0,249.0,2,Extension agent
1027,211033.0,250.0,2,Extension agent
1028,211034.0,251.0,2,Extension agent
1029,211039.0,252.0,2,Extension agent
1030,211041.0,253.0,2,Extension agent
1031,211049.0,254.0,3,Extension agent
1032,211151.0,255.0,2,Extension agent
1033,211153.0,256.0,2,Extension agent
1034,211155.0,257.0,2,Extension agent
1035,211156.0,258.0,2,Extension agent
1036,211158.0,259.0,3,Extension agent
1037,211159.0,260.0,2,Extension agent
1038,211160.0,261.0,3,Extension agent
1039,211162.0,262.0,4,Extension agent
1040,211164.0,263.0,5,Extension agent
1041,211168.0,264.0,3,Extension agent
1042,211172.0,265.0,3,Extension agent
1043,211174.0,266.0,3,Extension agent
1044,211176.0,267.0,5,Extension agent
1045,211177.0,268.0,4,Extension agent
1046,211178.0,269.0,3,Extension agent
1047,211179.0,270.0,5,Extension agent
1048,211180.0,271.0,5,Extension agent
1049,211181.0,272.0,5,Extension agent
1050,211182.0,273.0,5,Extension agent
1051,211183.0,274.0,4,Extension agent
1052,211186.0,275.0,1,Extension agent
1053,211187.0,276.0,3,Extension agent
1054,211188.0,277.0,1,Extension agent
1055,211189.0,278.0,2,Extension agent
1056,211190.0,279.0,2,Extension agent
1057,211197.0,280.0,3,Extension agent
1058,211005.0,281.0,2,NGO agent
1059,211009.0,282.0,2,NGO agent
1060,211010.0,283.0,2,NGO agent
1061,211012.0,284.0,2,NGO agent
1062,211014.0,285.0,3,NGO agent
1063,211032.0,286.0,2,NGO agent
1064,211033.0,287.0,2,NGO agent
1065,211034.0,288.0,2,NGO agent
1066,211151.0,289.0,3,NGO agent
1067,211152.0,290.0,3,NGO agent
1068,211153.0,291.0,3,NGO agent
1069,211154.0,292.0,3,NGO agent
1070,211155.0,293.0,3,NGO agent
1071,211156.0,294.0,3,NGO agent
1072,211157.0,295.0,3,NGO agent
1073,211159.0,296.0,3,NGO agent
1074,211166.0,297.0,1,NGO agent
1075,211167.0,298.0,2,NGO agent
1076,211174.0,299.0,2,NGO agent
1077,211175.0,300.0,2,NGO agent
1078,211176.0,301.0,5,NGO agent
1079,211177.0,302.0,4,NGO agent
1080,211178.0,303.0,2,NGO agent
1081,211179.0,304.0,3,NGO agent
1082,211181.0,305.0,3,NGO agent
1083,211182.0,306.0,2,NGO agent
1084,211183.0,307.0,2,NGO agent
1085,211186.0,308.0,1,NGO agent
1086,211187.0,309.0,2,NGO agent
1087,211190.0,310.0,2,NGO agent
1088,211192.0,311.0,3,NGO agent
1089,211197.0,312.0,2,NGO agent
1090,211001.0,313.0,3,Vet service provider
1091,211002.0,314.0,3,Vet service provider
1092,211004.0,315.0,2,Vet service provider
1093,211006.0,316.0,2,Vet service provider
1094,211007.0,317.0,2,Vet service provider
1095,211009.0,318.0,2,Vet service provider
1096,211010.0,319.0,2,Vet service provider
1097,211012.0,320.0,2,Vet service provider
1098,211022.0,321.0,2,Vet service provider
1099,211025.0,322.0,3,Vet service provider
1100,211026.0,323.0,3,Vet service provider
1101,211028.0,324.0,2,Vet service provider
1102,211030.0,325.0,2,Vet service provider
1103,211032.0,326.0,2,Vet service provider
1104,211033.0,327.0,2,Vet service provider
1105,211034.0,328.0,2,Vet service provider
1106,211046.0,329.0,2,Vet service provider
1107,211048.0,330.0,3,Vet service provider
1108,211049.0,331.0,3,Vet service provider
1109,211151.0,332.0,1,Vet service provider
1110,211153.0,333.0,1,Vet service provider
1111,211156.0,334.0,1,Vet service provider
1112,211159.0,335.0,1,Vet service provider
1113,211160.0,336.0,5,Vet service provider
1114,211164.0,337.0,3,Vet service provider
1115,211166.0,338.0,1,Vet service provider
1116,211168.0,339.0,3,Vet service provider
1117,211170.0,340.0,1,Vet service provider
1118,211172.0,341.0,3,Vet service provider
1119,211173.0,342.0,2,Vet service provider
1120,211174.0,343.0,3,Vet service provider
1121,211175.0,344.0,3,Vet service provider
1122,211176.0,345.0,1,Vet service provider
1123,211177.0,346.0,2,Vet service provider
1124,211178.0,347.0,4,Vet service provider
1125,211179.0,348.0,2,Vet service provider
1126,211180.0,349.0,2,Vet service provider
1127,211181.0,350.0,2,Vet service provider
1128,211184.0,351.0,3,Vet service provider
1129,211186.0,352.0,4,Vet service provider
1130,211187.0,353.0,2,Vet service provider
1131,211188.0,354.0,1,Vet service provider
1132,211189.0,355.0,3,Vet service provider
1133,211190.0,356.0,3,Vet service provider
1134,211192.0,357.0,2,Vet service provider
1135,211193.0,358.0,2,Vet service provider
1136,211194.0,359.0,2,Vet service provider
1137,211195.0,360.0,1,Vet service provider
1138,211196.0,361.0,1,Vet service provider
1139,211198.0,362.0,2,Vet service provider
1140,211199.0,363.0,3,Vet service provider
1141,211010.0,364.0,2,Gvt parastatal
1142,211012.0,365.0,2,Gvt parastatal
1143,211019.0,366.0,2,Gvt parastatal
1144,211021.0,367.0,2,Gvt parastatal
1145,211024.0,368.0,2,Gvt parastatal
1146,211025.0,369.0,2,Gvt parastatal
1147,211032.0,370.0,2,Gvt parastatal
1148,211033.0,371.0,2,Gvt parastatal
1149,211034.0,372.0,2,Gvt parastatal
1150,211049.0,373.0,3,Gvt parastatal
1151,211159.0,374.0,2,Gvt parastatal
1152,211173.0,375.0,1,Gvt parastatal
1153,211175.0,376.0,1,Gvt parastatal
1154,211176.0,377.0,1,Gvt parastatal
1155,211177.0,378.0,2,Gvt parastatal
1156,211179.0,379.0,1,Gvt parastatal
1157,211180.0,380.0,2,Gvt parastatal
1158,211181.0,381.0,1,Gvt parastatal
1159,211182.0,382.0,2,Gvt parastatal
1160,211183.0,383.0,2,Gvt parastatal
1161,211186.0,384.0,1,Gvt parastatal
1162,211187.0,385.0,2,Gvt parastatal
1163,211189.0,386.0,3,Gvt parastatal
1164,211194.0,387.0,2,Gvt parastatal
1165,211199.0,388.0,1,Gvt parastatal
1166,211001.0,389.0,3,Ag researcher
1167,211002.0,390.0,2,Ag researcher
1168,211003.0,391.0,3,Ag researcher
1169,211004.0,392.0,2,Ag researcher
1170,211006.0,393.0,2,Ag researcher
1171,211007.0,394.0,2,Ag researcher
1172,211009.0,395.0,2,Ag researcher
1173,211010.0,396.0,2,Ag researcher
1174,211012.0,397.0,2,Ag researcher
1175,211013.0,398.0,2,Ag researcher
1176,211014.0,399.0,4,Ag researcher
1177,211015.0,400.0,2,Ag researcher
1178,211018.0,401.0,5,Ag researcher
1179,211024.0,402.0,2,Ag researcher
1180,211025.0,403.0,2,Ag researcher
1181,211026.0,404.0,2,Ag researcher
1182,211027.0,405.0,2,Ag researcher
1183,211032.0,406.0,2,Ag researcher
1184,211033.0,407.0,1,Ag researcher
1185,211034.0,408.0,1,Ag researcher
1186,211039.0,409.0,4,Ag researcher
1187,211040.0,410.0,3,Ag researcher
1188,211045.0,411.0,2,Ag researcher
1189,211046.0,412.0,2,Ag researcher
1190,211047.0,413.0,3,Ag researcher
1191,211049.0,414.0,3,Ag researcher
1192,211051.0,415.0,2,Ag researcher
1193,211151.0,416.0,2,Ag researcher
1194,211153.0,417.0,2,Ag researcher
1195,211154.0,418.0,3,Ag researcher
1196,211155.0,419.0,3,Ag researcher
1197,211156.0,420.0,2,Ag researcher
1198,211158.0,421.0,3,Ag researcher
1199,211159.0,422.0,2,Ag researcher
1200,211160.0,423.0,3,Ag researcher
1201,211164.0,424.0,3,Ag researcher
1202,211166.0,425.0,2,Ag researcher
1203,211167.0,426.0,1,Ag researcher
1204,211168.0,427.0,2,Ag researcher
1205,211169.0,428.0,1,Ag researcher
1206,211170.0,429.0,2,Ag researcher
1207,211172.0,430.0,2,Ag researcher
1208,211173.0,431.0,2,Ag researcher
1209,211174.0,432.0,2,Ag researcher
1210,211175.0,433.0,2,Ag researcher
1211,211176.0,434.0,1,Ag researcher
1212,211177.0,435.0,1,Ag researcher
1213,211179.0,436.0,2,Ag researcher
1214,211181.0,437.0,2,Ag researcher
1215,211182.0,438.0,1,Ag researcher
1216,211183.0,439.0,2,Ag researcher
1217,211186.0,440.0,2,Ag researcher
1218,211187.0,441.0,2,Ag researcher
1219,211188.0,442.0,2,Ag researcher
1220,211189.0,443.0,2,Ag researcher
1221,211190.0,444.0,2,Ag researcher
1222,211192.0,445.0,2,Ag researcher
1223,211195.0,446.0,2,Ag researcher
1224,211010.0,447.0,2,Microfinance rep
1225,211012.0,448.0,2,Microfinance rep
1226,211014.0,449.0,3,Microfinance rep
1227,211015.0,450.0,3,Microfinance rep
1228,211019.0,451.0,2,Microfinance rep
1229,211033.0,452.0,2,Microfinance rep
1230,211034.0,453.0,2,Microfinance rep
1231,211049.0,454.0,3,Microfinance rep
1232,211151.0,455.0,2,Microfinance rep
1233,211152.0,456.0,2,Microfinance rep
1234,211153.0,457.0,2,Microfinance rep
1235,211154.0,458.0,3,Microfinance rep
1236,211155.0,459.0,2,Microfinance rep
1237,211156.0,460.0,2,Microfinance rep
1238,211157.0,461.0,2,Microfinance rep
1239,211159.0,462.0,2,Microfinance rep
1240,211164.0,463.0,3,Microfinance rep
1241,211176.0,464.0,5,Microfinance rep
1242,211177.0,465.0,2,Microfinance rep
1243,211178.0,466.0,5,Microfinance rep
1244,211179.0,467.0,3,Microfinance rep
1245,211180.0,468.0,1,Microfinance rep
1246,211181.0,469.0,4,Microfinance rep
1247,211183.0,470.0,5,Microfinance rep
1248,211188.0,471.0,1,Microfinance rep
1249,211190.0,472.0,1,Microfinance rep
1250,211192.0,473.0,1,Microfinance rep
1251,211193.0,474.0,2,Microfinance rep
1252,211194.0,475.0,3,Microfinance rep
1253,211197.0,476.0,3,Microfinance rep
1254,211001.0,477.0,5,Tractor owner
1255,211003.0,478.0,2,Tractor owner
1256,211004.0,479.0,3,Tractor owner
1257,211005.0,480.0,2,Tractor owner
1258,211006.0,481.0,2,Tractor owner
1259,211009.0,482.0,2,Tractor owner
1260,211013.0,483.0,2,Tractor owner
1261,211018.0,484.0,5,Tractor owner
1262,211020.0,485.0,2,Tractor owner
1263,211022.0,486.0,2,Tractor owner
1264,211028.0,487.0,2,Tractor owner
1265,211030.0,488.0,2,Tractor owner
1266,211032.0,489.0,2,Tractor owner
1267,211033.0,490.0,2,Tractor owner
1268,211034.0,491.0,1,Tractor owner
1269,211041.0,492.0,2,Tractor owner
1270,211046.0,493.0,2,Tractor owner
1271,211049.0,494.0,5,Tractor owner
1272,211151.0,495.0,2,Tractor owner
1273,211153.0,496.0,2,Tractor owner
1274,211154.0,497.0,2,Tractor owner
1275,211155.0,498.0,2,Tractor owner
1276,211156.0,499.0,2,Tractor owner
1277,211159.0,500.0,2,Tractor owner
1278,211167.0,501.0,2,Tractor owner
1279,211177.0,502.0,2,Tractor owner
1280,211178.0,503.0,1,Tractor owner
1281,211179.0,504.0,2,Tractor owner
1282,211180.0,505.0,2,Tractor owner
1283,211181.0,506.0,2,Tractor owner
1284,211182.0,507.0,2,Tractor owner
1285,211199.0,508.0,2,Tractor owner
1286,211001.0,509.0,5,Farmer org. leader
1287,211002.0,510.0,3,Farmer org. leader
1288,211003.0,511.0,3,Farmer org. leader
1289,211007.0,512.0,3,Farmer org. leader
1290,211009.0,513.0,3,Farmer org. leader
1291,211010.0,514.0,2,Farmer org. leader
1292,211012.0,515.0,2,Farmer org. leader
1293,211024.0,516.0,3,Farmer org. leader
1294,211026.0,517.0,3,Farmer org. leader
1295,211028.0,518.0,2,Farmer org. leader
1296,211030.0,519.0,2,Farmer org. leader
1297,211032.0,520.0,2,Farmer org. leader
1298,211033.0,521.0,1,Farmer org. leader
1299,211034.0,522.0,2,Farmer org. leader
1300,211045.0,523.0,2,Farmer org. leader
1301,211046.0,524.0,5,Farmer org. leader
1302,211049.0,525.0,5,Farmer org. leader
1303,211050.0,526.0,5,Farmer org. leader
1304,211051.0,527.0,2,Farmer org. leader
1305,211154.0,528.0,2,Farmer org. leader
1306,211155.0,529.0,2,Farmer org. leader
1307,211156.0,530.0,3,Farmer org. leader
1308,211159.0,531.0,3,Farmer org. leader
1309,211162.0,532.0,5,Farmer org. leader
1310,211166.0,533.0,3,Farmer org. leader
1311,211168.0,534.0,4,Farmer org. leader
1312,211173.0,535.0,5,Farmer org. leader
1313,211174.0,536.0,4,Farmer org. leader
1314,211176.0,537.0,5,Farmer org. leader
1315,211177.0,538.0,4,Farmer org. leader
1316,211178.0,539.0,4,Farmer org. leader
1317,211179.0,540.0,5,Farmer org. leader
1318,211180.0,541.0,4,Farmer org. leader
1319,211181.0,542.0,3,Farmer org. leader
1320,211182.0,543.0,5,Farmer org. leader
1321,211183.0,544.0,5,Farmer org. leader
1322,211186.0,545.0,3,Farmer org. leader
1323,211187.0,546.0,3,Farmer org. leader
1324,211188.0,547.0,3,Farmer org. leader
1325,211189.0,548.0,3,Farmer org. leader
1326,211192.0,549.0,3,Farmer org. leader
1327,211002.0,550.0,2,Women's org. leader
1328,211003.0,551.0,4,Women's org. leader
1329,211007.0,552.0,3,Women's org. leader
1330,211010.0,553.0,2,Women's org. leader
1331,211012.0,554.0,2,Women's org. leader
1332,211019.0,555.0,2,Women's org. leader
1333,211020.0,556.0,2,Women's org. leader
1334,211024.0,557.0,3,Women's org. leader
1335,211025.0,558.0,3,Women's org. leader
1336,211026.0,559.0,5,Women's org. leader
1337,211027.0,560.0,3,Women's org. leader
1338,211032.0,561.0,3,Women's org. leader
1339,211033.0,562.0,1,Women's org. leader
1340,211034.0,563.0,2,Women's org. leader
1341,211046.0,564.0,5,Women's org. leader
1342,211049.0,565.0,5,Women's org. leader
1343,211050.0,566.0,5,Women's org. leader
1344,211152.0,567.0,3,Women's org. leader
1345,211154.0,568.0,2,Women's org. leader
1346,211157.0,569.0,3,Women's org. leader
1347,211159.0,570.0,4,Women's org. leader
1348,211176.0,571.0,3,Women's org. leader
1349,211178.0,572.0,3,Women's org. leader
1350,211179.0,573.0,4,Women's org. leader
1351,211180.0,574.0,4,Women's org. leader
1352,211181.0,575.0,3,Women's org. leader
1353,211182.0,576.0,3,Women's org. leader
1354,211183.0,577.0,4,Women's org. leader
1355,211190.0,578.0,3,Women's org. leader
1356,211197.0,579.0,3,Women's org. leader
1357,211004.0,580.0,5,Youth org. leader
1358,211005.0,581.0,4,Youth org. leader
1359,211009.0,582.0,5,Youth org. leader
1360,211010.0,583.0,2,Youth org. leader
1361,211012.0,584.0,2,Youth org. leader
1362,211021.0,585.0,2,Youth org. leader
1363,211033.0,586.0,1,Youth org. leader
1364,211034.0,587.0,1,Youth org. leader
1365,211049.0,588.0,5,Youth org. leader
1366,211152.0,589.0,4,Youth org. leader
1367,211157.0,590.0,4,Youth org. leader
1368,211167.0,591.0,3,Youth org. leader
1369,211168.0,592.0,4,Youth org. leader
1370,211174.0,593.0,3,Youth org. leader
1371,211176.0,594.0,3,Youth org. leader
1372,211178.0,595.0,3,Youth org. leader
1373,211179.0,596.0,2,Youth org. leader
1374,211180.0,597.0,2,Youth org. leader
1375,211181.0,598.0,4,Youth org. leader
1376,211182.0,599.0,2,Youth org. leader
1377,211183.0,600.0,3,Youth org. leader
1378,211010.0,601.0,2,Local politican
1379,211012.0,602.0,2,Local politican
1380,211019.0,603.0,2,Local politican
1381,211025.0,604.0,2,Local politican
1382,211033.0,605.0,1,Local politican
1383,211034.0,606.0,1,Local politican
1384,211154.0,607.0,3,Local politican
1385,211155.0,608.0,3,Local politican
1386,211159.0,609.0,3,Local politican
